Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,Year_of_Study_Encoded,Prompt_Skill_Encoded,Policy_Encoded,Burnout_Encoded,Paid_Sub_Int,Major_Arts,Major_Business,Major_Humanities,Major_Medical,Major_STEM,Use_Copywriting/Drafting,Use_Debugging/Troubleshooting,Use_Direct_Answer_Generation,Use_Ideation,Use_Summarizing_Reading,GPA_Change,AI_to_Study_Ratio,Total_Study_Hours,AI_Dominant,Dep_Anxiety_Interaction,Dep_Skill_Ratio,High_AI_User,GPA_Direction
100011,STEM,Graduate,3.407,5.16,Summarizing_Reading,Advanced,3,False,11.43,5,Allowed_With_Citation,3,3.617,95.42,High,5,3,2,3,0,0,0,0,0,1,0,0,0,0,1,0.20999999999999996,0.451,16.59,0,15,1.666,0,Improved
100012,Medical,Junior,2.627,3.62,Direct_Answer_Generation,Intermediate,3,False,8.05,3,Actively_Encouraged,3,2.699,72.41,Medium,3,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0.07200000000000006,0.45,11.670000000000002,0,9,1.499,0,Stable
100013,Arts,Senior,3.479,2.86,Copywriting/Drafting,Beginner,2,False,8.95,2,Actively_Encouraged,4,3.612,67.68,High,4,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0.133,0.32,11.809999999999999,0,8,1.998,0,Improved
100014,STEM,Junior,3.225,8.95,Direct_Answer_Generation,Beginner,1,False,25.3,2,Allowed_With_Citation,3,3.935,64.47,Medium,3,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0.71,0.354,34.25,0,6,1.998,0,Improved
100015,STEM,Freshman,3.202,1.22,Copywriting/Drafting,Beginner,1,False,16.52,2,Allowed_With_Citation,4,3.122,70.7,Low,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,-0.08000000000000007,0.074,17.74,0,8,1.998,0,Stable
100016,STEM,Senior,2.076,14.74,Debugging/Troubleshooting,Beginner,1,True,12.59,4,Allowed_With_Citation,4,2.228,70.66,Medium,4,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0.15200000000000014,1.171,27.33,1,16,3.996,1,Improved
100017,Humanities,Sophomore,2.931,2.08,Direct_Answer_Generation,Advanced,3,False,15.15,5,Strict_Ban,8,3.214,59.69,Medium,2,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0.2829999999999999,0.137,17.23,0,40,1.666,0,Improved
100018,Business,Senior,3.156,8.03,Direct_Answer_Generation,Advanced,4,False,10.7,4,Allowed_With_Citation,5,3.39,90.65,Medium,4,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0.23399999999999999,0.75,18.729999999999997,0,20,1.333,0,Improved
100019,Humanities,Junior,2.975,0.51,Summarizing_Reading,Beginner,1,False,10.84,1,Allowed_With_Citation,2,3.412,53.95,Medium,3,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0.43699999999999983,0.047,11.35,0,2,0.999,0,Improved
100020,STEM,Sophomore,3.305,0.2,Debugging/Troubleshooting,Intermediate,4,False,3.69,1,Allowed_With_Citation,4,3.187,74.23,Medium,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,-0.11800000000000033,0.054,3.89,0,4,0.5,0,Declined
100021,Business,Sophomore,2.636,1.63,Copywriting/Drafting,Intermediate,4,False,18.71,4,Strict_Ban,3,2.758,78.28,Low,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0.12199999999999989,0.087,20.34,0,12,1.999,0,Improved
100022,STEM,Senior,3.529,4.91,Debugging/Troubleshooting,Beginner,1,False,15.78,2,Allowed_With_Citation,6,3.358,67.56,Low,4,1,2,1,0,0,0,0,0,1,0,1,0,0,0,-0.17099999999999982,0.311,20.689999999999998,0,12,1.998,0,Declined
100023,STEM,Junior,3.551,10.48,Copywriting/Drafting,Intermediate,2,True,2.75,2,Allowed_With_Citation,3,3.749,68.81,Medium,3,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0.19799999999999995,3.81,13.23,1,6,1.0,0,Improved
100024,Humanities,Senior,3.579,0.45,Ideation,Beginner,1,True,10.61,1,Allowed_With_Citation,8,3.76,55.33,Low,4,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0.1809999999999996,0.042,11.059999999999999,0,8,0.999,0,Improved
100025,Humanities,Freshman,2.364,28.72,Copywriting/Drafting,Beginner,1,False,8.24,8,Strict_Ban,7,2.588,63.38,Medium,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0.2240000000000002,3.485,36.96,1,56,7.992,1,Improved
100026,Arts,Senior,3.308,2.38,Ideation,Advanced,4,True,11.33,2,Actively_Encouraged,2,4.0,81.85,High,4,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0.6920000000000002,0.21,13.71,0,4,0.666,0,Improved
100027,STEM,Sophomore,3.338,18.62,Debugging/Troubleshooting,Advanced,5,True,14.29,6,Allowed_With_Citation,2,3.822,82.36,Medium,2,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0.484,1.303,32.91,1,12,1.999,1,Improved
100028,Business,Junior,3.302,23.96,Ideation,Intermediate,2,True,6.54,5,Allowed_With_Citation,1,3.487,67.74,High,3,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0.18500000000000005,3.663,30.5,1,5,2.499,1,Improved
100029,Business,Freshman,3.282,0.68,Ideation,Beginner,1,False,17.89,1,Actively_Encouraged,4,3.088,74.67,Low,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,-0.19399999999999995,0.038,18.57,0,4,0.999,0,Declined
100030,STEM,Sophomore,3.638,12.83,Debugging/Troubleshooting,Advanced,4,True,10.25,5,Allowed_With_Citation,4,4.0,61.29,Medium,2,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0.3620000000000001,1.252,23.08,1,20,1.666,1,Improved
100031,Business,Senior,3.731,1.26,Direct_Answer_Generation,Intermediate,4,True,16.16,2,Allowed_With_Citation,6,3.989,88.44,Low,4,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0.258,0.078,17.42,0,12,1.0,0,Improved
100032,STEM,Sophomore,1.449,0.72,Debugging/Troubleshooting,Intermediate,2,False,11.77,5,Allowed_With_Citation,5,1.342,56.81,Medium,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,-0.10699999999999998,0.061,12.49,0,25,2.499,0,Declined
100033,STEM,Graduate,2.856,1.27,Direct_Answer_Generation,Advanced,3,False,16.16,3,Allowed_With_Citation,5,3.276,74.03,Medium,5,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0.41999999999999993,0.079,17.43,0,15,1.0,0,Improved
100034,Medical,Senior,3.148,5.56,Summarizing_Reading,Intermediate,5,False,9.89,2,Allowed_With_Citation,1,3.335,89.14,Medium,4,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0.18699999999999983,0.562,15.45,0,2,1.0,0,Improved
100035,Medical,Graduate,3.12,19.92,Summarizing_Reading,Beginner,2,True,1.0,7,Allowed_With_Citation,3,3.207,67.2,High,5,1,2,3,1,0,0,0,1,0,0,0,0,0,1,0.08699999999999974,19.9,20.92,1,21,6.993,1,Stable
100036,Arts,Sophomore,3.632,1.17,Direct_Answer_Generation,Intermediate,4,True,3.67,2,Strict_Ban,5,3.553,55.89,High,2,2,1,3,1,1,0,0,0,0,0,0,1,0,0,-0.07900000000000018,0.319,4.84,0,10,1.0,0,Stable
100037,Humanities,Freshman,3.303,0.29,Copywriting/Drafting,Advanced,3,False,7.46,1,Allowed_With_Citation,5,3.145,75.11,Low,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,-0.15799999999999992,0.039,7.75,0,5,0.333,0,Declined
100038,STEM,Junior,3.671,16.77,Debugging/Troubleshooting,Intermediate,3,True,1.0,5,Allowed_With_Citation,4,3.636,96.68,Low,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,-0.0349999999999997,16.753,17.77,1,20,2.499,1,Stable
100039,Business,Sophomore,2.403,1.58,Ideation,Intermediate,4,True,13.34,1,Allowed_With_Citation,5,2.365,74.3,High,2,2,2,3,1,0,1,0,0,0,0,0,0,1,0,-0.03799999999999981,0.118,14.92,0,5,0.5,0,Stable
100040,Humanities,Junior,3.086,4.19,Debugging/Troubleshooting,Intermediate,3,False,10.81,2,Actively_Encouraged,2,3.452,92.44,Medium,3,2,3,2,0,0,0,1,0,0,0,1,0,0,0,0.3660000000000001,0.388,15.0,0,4,1.0,0,Improved
100041,STEM,Senior,2.31,7.17,Debugging/Troubleshooting,Advanced,3,True,8.95,5,Allowed_With_Citation,8,2.686,84.71,Medium,4,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0.3759999999999999,0.801,16.119999999999997,0,40,1.666,0,Improved
100042,Humanities,Senior,3.539,0.41,Summarizing_Reading,Beginner,3,True,11.3,1,Allowed_With_Citation,5,3.812,72.05,Low,4,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0.2729999999999997,0.036,11.71,0,5,0.999,0,Improved
100043,STEM,Freshman,3.777,8.06,Debugging/Troubleshooting,Beginner,3,False,8.42,3,Allowed_With_Citation,4,3.909,68.22,Medium,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0.13199999999999967,0.957,16.48,0,12,2.997,0,Improved
100044,Medical,Senior,3.048,4.67,Summarizing_Reading,Beginner,3,False,8.21,4,Strict_Ban,4,3.277,79.79,Medium,4,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0.2290000000000001,0.569,12.88,0,16,3.996,0,Improved
100045,STEM,Junior,3.013,14.47,Debugging/Troubleshooting,Intermediate,3,False,9.36,4,Allowed_With_Citation,7,3.447,62.75,Low,3,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0.43400000000000016,1.546,23.83,1,28,1.999,1,Improved
100046,Business,Junior,3.503,6.34,Ideation,Intermediate,2,False,21.22,2,Strict_Ban,5,3.942,99.25,Low,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0.43900000000000006,0.299,27.56,0,10,1.0,0,Improved
100047,Humanities,Sophomore,3.842,6.26,Copywriting/Drafting,Intermediate,1,False,11.84,4,Allowed_With_Citation,3,4.0,76.67,Medium,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0.15799999999999992,0.529,18.1,0,12,1.999,0,Improved
100048,Business,Junior,3.511,8.04,Direct_Answer_Generation,Beginner,2,True,10.5,2,Actively_Encouraged,3,3.567,86.73,Medium,3,1,3,2,1,0,1,0,0,0,0,0,1,0,0,0.05600000000000005,0.766,18.54,0,6,1.998,0,Stable
100049,Business,Senior,2.645,8.78,Ideation,Intermediate,3,False,5.97,1,Strict_Ban,3,2.884,87.51,High,4,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0.23899999999999988,1.47,14.75,1,3,0.5,0,Improved
100050,STEM,Senior,3.115,13.39,Summarizing_Reading,Intermediate,2,True,20.87,5,Allowed_With_Citation,4,3.644,83.76,Medium,4,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0.5289999999999999,0.642,34.260000000000005,0,20,2.499,1,Improved
100051,Medical,Sophomore,3.577,11.13,Summarizing_Reading,Advanced,4,True,15.85,3,Strict_Ban,6,4.0,61.2,High,2,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0.42300000000000004,0.702,26.98,0,18,1.0,0,Improved
100052,Arts,Senior,2.433,11.16,Debugging/Troubleshooting,Beginner,2,True,12.82,6,Actively_Encouraged,5,2.903,69.95,High,4,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0.4700000000000002,0.87,23.98,0,30,5.994,0,Improved
100053,Medical,Sophomore,2.958,11.36,Summarizing_Reading,Intermediate,3,True,9.52,5,Allowed_With_Citation,6,3.155,59.46,Low,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0.19699999999999962,1.193,20.88,1,30,2.499,0,Improved
100054,Medical,Senior,3.732,0.88,Ideation,Intermediate,4,True,12.87,4,Allowed_With_Citation,1,3.885,79.82,Medium,4,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0.15299999999999958,0.068,13.75,0,4,1.999,0,Improved
100055,Business,Junior,3.148,0.16,Summarizing_Reading,Beginner,1,False,15.1,2,Allowed_With_Citation,5,3.393,62.77,Medium,3,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0.24499999999999966,0.011,15.26,0,10,1.998,0,Improved
100056,Medical,Senior,3.429,20.48,Direct_Answer_Generation,Beginner,2,True,4.24,6,Actively_Encouraged,2,3.521,63.38,High,4,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0.09200000000000008,4.829,24.72,1,12,5.994,1,Stable
100057,STEM,Junior,3.837,2.23,Ideation,Advanced,4,True,14.06,4,Strict_Ban,4,3.988,60.88,Medium,3,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0.1509999999999998,0.159,16.29,0,16,1.333,0,Improved
100058,STEM,Sophomore,3.249,9.77,Ideation,Advanced,3,True,17.42,4,Allowed_With_Citation,4,3.342,80.19,Medium,2,3,2,2,1,0,0,0,0,1,0,0,0,1,0,0.09299999999999997,0.561,27.19,0,16,1.333,0,Stable
100059,STEM,Junior,3.015,2.7,Debugging/Troubleshooting,Beginner,2,False,18.28,3,Allowed_With_Citation,4,3.394,83.39,Medium,3,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0.379,0.148,20.98,0,12,2.997,0,Improved
100060,Humanities,Sophomore,3.167,14.92,Summarizing_Reading,Beginner,2,False,10.74,2,Strict_Ban,8,3.518,70.28,Medium,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0.351,1.389,25.66,1,16,1.998,1,Improved
100061,Humanities,Sophomore,3.697,6.6,Ideation,Advanced,3,False,10.29,4,Strict_Ban,5,3.914,77.49,Low,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0.21700000000000008,0.641,16.89,0,20,1.333,0,Improved
100062,STEM,Freshman,3.463,2.47,Debugging/Troubleshooting,Intermediate,3,False,8.94,1,Allowed_With_Citation,1,3.665,60.08,Medium,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0.20199999999999996,0.276,11.41,0,1,0.5,0,Improved
100063,Arts,Senior,2.164,17.37,Copywriting/Drafting,Beginner,1,False,10.06,6,Strict_Ban,5,2.339,77.44,High,4,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0.17499999999999982,1.726,27.43,1,30,5.994,1,Improved
100064,Humanities,Freshman,2.771,7.02,Copywriting/Drafting,Intermediate,4,False,13.18,2,Allowed_With_Citation,3,2.896,57.43,Low,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0.125,0.533,20.2,0,6,1.0,0,Improved
100065,STEM,Graduate,3.569,8.2,Ideation,Intermediate,1,False,17.15,2,Actively_Encouraged,4,3.922,75.58,Low,5,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0.3530000000000002,0.478,25.349999999999998,0,8,1.0,0,Improved
100066,Business,Freshman,3.074,0.65,Ideation,Intermediate,3,True,14.09,3,Actively_Encouraged,5,3.416,80.16,Medium,1,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0.3420000000000001,0.046,14.74,0,15,1.499,0,Improved
100067,STEM,Graduate,3.329,6.73,Debugging/Troubleshooting,Intermediate,4,True,15.32,3,Allowed_With_Citation,2,3.702,80.75,Medium,5,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0.3729999999999998,0.439,22.05,0,6,1.499,0,Improved
100068,Arts,Graduate,3.606,1.1,Ideation,Beginner,2,False,17.55,2,Strict_Ban,3,3.758,60.58,Medium,5,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0.15200000000000014,0.063,18.650000000000002,0,6,1.998,0,Improved
100069,STEM,Sophomore,3.645,16.74,Direct_Answer_Generation,Advanced,3,True,6.48,4,Allowed_With_Citation,2,3.879,78.14,High,2,3,2,3,1,0,0,0,0,1,0,0,1,0,0,0.23399999999999999,2.583,23.22,1,8,1.333,1,Improved
100070,Medical,Graduate,2.838,9.62,Copywriting/Drafting,Beginner,1,True,7.64,5,Allowed_With_Citation,5,2.951,65.48,Low,5,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0.11299999999999999,1.259,17.259999999999998,1,25,4.995,0,Improved
100071,Arts,Graduate,3.047,18.86,Direct_Answer_Generation,Beginner,1,True,13.19,6,Allowed_With_Citation,7,3.295,53.65,High,5,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0.24799999999999978,1.43,32.05,1,42,5.994,1,Improved
100072,STEM,Freshman,3.117,13.89,Copywriting/Drafting,Beginner,2,False,9.7,8,Allowed_With_Citation,6,3.326,45.39,Medium,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0.20900000000000007,1.432,23.59,1,48,7.992,1,Improved
100073,STEM,Graduate,3.251,9.97,Debugging/Troubleshooting,Advanced,3,False,6.39,3,Actively_Encouraged,5,3.687,80.79,Low,5,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0.43599999999999994,1.56,16.36,1,15,1.0,0,Improved
100074,Arts,Freshman,2.579,8.72,Ideation,Advanced,3,False,14.07,4,Allowed_With_Citation,3,2.962,63.96,Low,1,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0.383,0.62,22.79,0,12,1.333,0,Improved
100075,Business,Freshman,2.919,2.08,Direct_Answer_Generation,Beginner,1,False,19.29,5,Allowed_With_Citation,3,3.389,58.03,Low,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0.46999999999999975,0.108,21.369999999999997,0,15,4.995,0,Improved
100076,Business,Junior,2.023,5.4,Copywriting/Drafting,Beginner,2,False,13.8,2,Allowed_With_Citation,5,2.468,72.32,Medium,3,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0.44499999999999984,0.391,19.200000000000003,0,10,1.998,0,Improved
100077,Arts,Freshman,2.494,7.29,Copywriting/Drafting,Beginner,3,False,6.21,1,Allowed_With_Citation,7,2.393,78.1,Low,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,-0.10100000000000042,1.174,13.5,1,7,0.999,0,Declined
100078,STEM,Freshman,3.631,0.9,Debugging/Troubleshooting,Advanced,4,True,11.39,1,Allowed_With_Citation,2,3.969,85.55,Low,1,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0.3380000000000001,0.079,12.290000000000001,0,2,0.333,0,Improved
100079,Humanities,Graduate,2.659,8.84,Copywriting/Drafting,Intermediate,2,False,16.3,1,Allowed_With_Citation,8,3.21,77.88,High,5,2,2,3,0,0,0,1,0,0,1,0,0,0,0,0.5510000000000002,0.542,25.14,0,8,0.5,0,Improved
100080,STEM,Graduate,2.862,5.01,Summarizing_Reading,Beginner,3,True,14.7,2,Allowed_With_Citation,1,3.293,76.51,Medium,5,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0.43100000000000005,0.341,19.71,0,2,1.998,0,Improved
100081,Arts,Senior,3.274,2.79,Copywriting/Drafting,Beginner,2,True,1.96,2,Allowed_With_Citation,1,3.195,69.29,Low,4,1,2,1,1,1,0,0,0,0,1,0,0,0,0,-0.07900000000000018,1.423,4.75,1,2,1.998,0,Stable
100082,Business,Junior,3.332,8.53,Direct_Answer_Generation,Beginner,2,False,12.93,4,Strict_Ban,2,3.421,64.26,Low,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0.08899999999999997,0.66,21.46,0,8,3.996,0,Stable
100083,Humanities,Graduate,3.221,13.97,Summarizing_Reading,Beginner,1,False,4.38,4,Actively_Encouraged,4,3.418,75.13,Medium,5,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0.19700000000000006,3.189,18.35,1,16,3.996,1,Improved
100084,STEM,Freshman,3.414,3.7,Debugging/Troubleshooting,Intermediate,4,False,17.94,2,Allowed_With_Citation,2,3.691,73.6,Medium,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0.2769999999999997,0.206,21.64,0,4,1.0,0,Improved
100085,Humanities,Graduate,2.132,8.18,Direct_Answer_Generation,Advanced,4,False,12.32,4,Actively_Encouraged,3,2.354,65.13,Low,5,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0.22199999999999998,0.664,20.5,0,12,1.333,0,Improved
100086,Humanities,Sophomore,3.106,8.23,Debugging/Troubleshooting,Intermediate,3,False,18.91,3,Strict_Ban,3,3.334,81.48,Medium,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0.2280000000000002,0.435,27.14,0,9,1.499,0,Improved
100087,Business,Graduate,3.033,9.65,Ideation,Intermediate,5,True,2.81,2,Strict_Ban,5,3.216,93.82,High,5,2,1,3,1,0,1,0,0,0,0,0,0,1,0,0.18300000000000027,3.433,12.46,1,10,1.0,0,Improved
100088,Business,Senior,2.549,13.19,Ideation,Beginner,2,True,11.21,6,Allowed_With_Citation,5,2.855,59.64,Medium,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0.30600000000000005,1.177,24.4,1,30,5.994,1,Improved
100089,Medical,Graduate,3.367,6.51,Summarizing_Reading,Beginner,3,True,2.53,1,Actively_Encouraged,2,3.389,79.27,High,5,1,3,3,1,0,0,0,1,0,0,0,0,0,1,0.021999999999999797,2.572,9.04,1,2,0.999,0,Stable
100090,Humanities,Graduate,3.544,34.0,Debugging/Troubleshooting,Beginner,2,False,8.67,6,Actively_Encouraged,1,3.795,68.8,High,5,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0.2509999999999999,3.921,42.67,1,6,5.994,1,Improved
100091,STEM,Graduate,2.291,7.91,Debugging/Troubleshooting,Intermediate,5,False,14.46,3,Actively_Encouraged,6,2.75,55.09,Medium,5,2,3,2,0,0,0,0,0,1,0,1,0,0,0,0.4590000000000001,0.547,22.37,0,18,1.499,0,Improved
100092,Business,Junior,2.592,5.87,Copywriting/Drafting,Intermediate,5,True,8.39,3,Strict_Ban,2,3.139,65.99,High,3,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0.5469999999999997,0.7,14.260000000000002,0,6,1.499,0,Improved
100093,Arts,Senior,2.561,0.16,Debugging/Troubleshooting,Intermediate,5,False,14.86,3,Allowed_With_Citation,1,2.887,68.77,Low,4,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0.32600000000000007,0.011,15.02,0,3,1.499,0,Improved
100094,Business,Senior,2.778,12.92,Direct_Answer_Generation,Intermediate,2,True,9.91,7,Actively_Encouraged,8,3.17,74.32,Medium,4,2,3,2,1,0,1,0,0,0,0,0,1,0,0,0.3919999999999999,1.304,22.83,1,56,3.498,1,Improved
100095,Arts,Freshman,3.099,21.32,Summarizing_Reading,Beginner,2,True,12.78,3,Allowed_With_Citation,4,3.378,76.16,Medium,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0.2789999999999999,1.668,34.1,1,12,2.997,1,Improved
100096,Humanities,Senior,3.773,5.21,Copywriting/Drafting,Beginner,1,False,11.81,1,Allowed_With_Citation,3,3.873,59.56,High,4,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0.10000000000000009,0.441,17.02,0,3,0.999,0,Improved
100097,Business,Freshman,2.907,3.32,Direct_Answer_Generation,Intermediate,2,False,8.4,2,Actively_Encouraged,5,2.993,71.8,Medium,1,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0.08599999999999985,0.395,11.72,0,10,1.0,0,Stable
100098,Humanities,Graduate,2.292,3.02,Copywriting/Drafting,Beginner,2,False,9.14,2,Allowed_With_Citation,3,2.918,66.73,Medium,5,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0.6260000000000003,0.33,12.16,0,6,1.998,0,Improved
100099,STEM,Freshman,2.016,28.71,Debugging/Troubleshooting,Advanced,5,True,5.64,6,Allowed_With_Citation,4,2.473,55.74,Medium,1,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0.45699999999999985,5.09,34.35,1,24,1.999,1,Improved
100100,STEM,Graduate,2.661,11.3,Direct_Answer_Generation,Advanced,3,False,11.04,6,Allowed_With_Citation,2,2.754,98.76,High,5,3,2,3,0,0,0,0,0,1,0,0,1,0,0,0.09299999999999997,1.023,22.34,1,12,1.999,0,Stable
100101,STEM,Sophomore,3.612,25.83,Debugging/Troubleshooting,Intermediate,3,True,10.46,7,Allowed_With_Citation,6,3.715,62.3,High,2,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0.10299999999999976,2.469,36.29,1,42,3.498,1,Improved
